OTU	ASVs
OTU1858	ASV3233
OTU1859	ASV3222
OTU1860	ASV3224
OTU1861	ASV3225
OTU1862	ASV3229, ASV3728
OTU1863	ASV3218
OTU1864	ASV3235
OTU1865	ASV3216
OTU1866	ASV3227, ASV3559
OTU1867	ASV3223
OTU1868	ASV3204
OTU1869	ASV3226
OTU1870	ASV3232
OTU1871	ASV3240, ASV3918
OTU1872	ASV3205
OTU1873	ASV3244
OTU1874	ASV3219
OTU1875	ASV3241
OTU1876	ASV3245
OTU1877	ASV3242
OTU1878	ASV3236
OTU1879	ASV3248
OTU1880	ASV3249
OTU1881	ASV3253
OTU1882	ASV3250
OTU1883	ASV3252
OTU1884	ASV3261
OTU1885	ASV3264, ASV3756
OTU1886	ASV3265
OTU1887	ASV3269
OTU1888	ASV3257
OTU1889	ASV3254
OTU1890	ASV3251
OTU1891	ASV3270
OTU1892	ASV3255
OTU1893	ASV3260
OTU1894	ASV3268
OTU1895	ASV3262
OTU1896	ASV3274
OTU1897	ASV3278
OTU1898	ASV3267
OTU1899	ASV3273
OTU1900	ASV3295
OTU1901	ASV3266
OTU1902	ASV3279
OTU1903	ASV3283
OTU1904	ASV3237
OTU1905	ASV3296
OTU1906	ASV3287
OTU1907	ASV3276
OTU1908	ASV3281
OTU1909	ASV3299, ASV3715
OTU1910	ASV3277
OTU1911	ASV3285
OTU1912	ASV3282
OTU1913	ASV3294
OTU1914	ASV3293
OTU1915	ASV3288
OTU1916	ASV3303
OTU1917	ASV3286
OTU1918	ASV3289
OTU1919	ASV3290
OTU1920	ASV3292
OTU1921	ASV3314
OTU1922	ASV3302
OTU1923	ASV3316
OTU1924	ASV3306
OTU1925	ASV3310
OTU1926	ASV3313
OTU1927	ASV3308, ASV3503
OTU1928	ASV3322
OTU1929	ASV3325
OTU1930	ASV3321
OTU1931	ASV3341
OTU1932	ASV3300
OTU1933	ASV3331
OTU1934	ASV3324, ASV3651
OTU1935	ASV3328
OTU1936	ASV3340
OTU1937	ASV3317
OTU1938	ASV3332
OTU1939	ASV3318
OTU1940	ASV3319
OTU1941	ASV3343
OTU1942	ASV3307
OTU1943	ASV3338
OTU1944	ASV3315
OTU1945	ASV3320
OTU1946	ASV3348
OTU1947	ASV3347, ASV3854
OTU1948	ASV3333
OTU1949	ASV3346
OTU1950	ASV3354
OTU1951	ASV3335
OTU1952	ASV3349
OTU1953	ASV3345
OTU1954	ASV3360, ASV3624
OTU1955	ASV3342
OTU1956	ASV3344
OTU1957	ASV3363
OTU1958	ASV3353
OTU1959	ASV3326
OTU1960	ASV3362
OTU1961	ASV3365
OTU1962	ASV3367
OTU1963	ASV3373
OTU1964	ASV3382
OTU1965	ASV3356
OTU1966	ASV3392
OTU1967	ASV3371
OTU1968	ASV3368
OTU1969	ASV3355
OTU1970	ASV3364
OTU1971	ASV3384
OTU1972	ASV3379
OTU1973	ASV3388
OTU1974	ASV3377
OTU1975	ASV3391
OTU1976	ASV3372
OTU1977	ASV3383
OTU1978	ASV3387
OTU1979	ASV3385
OTU1980	ASV3374
OTU1981	ASV3376
OTU1982	ASV3394
OTU1983	ASV3406
OTU1984	ASV3400
OTU1985	ASV3380
OTU1986	ASV3375
OTU1987	ASV3351
OTU1988	ASV3395
OTU1989	ASV3390
OTU1990	ASV3396
OTU1991	ASV3405
OTU1992	ASV3415
OTU1993	ASV3369
OTU1994	ASV3402
OTU1995	ASV3404
OTU1996	ASV3399
OTU1997	ASV3403
OTU1998	ASV3412
OTU1999	ASV3411
OTU2000	ASV3417
OTU2001	ASV3424
OTU2002	ASV3427
OTU2003	ASV3413, ASV3803
OTU2004	ASV3423
OTU2005	ASV3414
OTU2006	ASV3430
OTU2007	ASV3429, ASV3462
OTU2008	ASV3421
OTU2009	ASV3428
OTU2010	ASV3420
OTU2011	ASV3418
OTU2012	ASV3435
OTU2013	ASV3442
OTU2014	ASV3434
OTU2015	ASV3444
OTU2016	ASV3446
OTU2017	ASV3436
OTU2018	ASV3438
OTU2019	ASV3439
OTU2020	ASV3447
OTU2021	ASV3433
OTU2022	ASV3460
OTU2023	ASV3452
OTU2024	ASV3463
OTU2025	ASV3449
OTU2026	ASV3445, ASV3873
OTU2027	ASV3443
OTU2028	ASV3465
OTU2029	ASV3450
OTU2030	ASV3437
OTU2031	ASV3467
OTU2032	ASV3459
OTU2033	ASV3458
OTU2034	ASV3461
OTU2035	ASV3451
OTU2036	ASV3453
OTU2037	ASV3454
OTU2038	ASV3448
OTU2039	ASV3468
OTU2040	ASV3470
OTU2041	ASV3471
OTU2042	ASV3482
OTU2043	ASV3457
OTU2044	ASV3478
OTU2045	ASV3469
OTU2046	ASV3472
OTU2047	ASV3474, ASV3966
OTU2048	ASV3475
OTU2049	ASV3494
OTU2050	ASV3504
OTU2051	ASV3489
OTU2052	ASV3492
OTU2053	ASV3502
OTU2054	ASV3500
OTU2055	ASV3496
OTU2056	ASV3440
OTU2057	ASV3499
OTU2058	ASV3508
OTU2059	ASV3505
OTU2060	ASV3488, ASV3934
OTU2061	ASV3477
OTU2062	ASV3514
OTU2063	ASV3501
OTU2064	ASV3481
OTU2065	ASV3506
OTU2066	ASV3516
OTU2067	ASV3491
OTU2068	ASV3515
OTU2069	ASV3509
OTU2070	ASV3519
OTU2071	ASV3513
OTU2072	ASV3520
OTU2073	ASV3522
OTU2074	ASV3530
OTU2075	ASV3527
OTU2076	ASV3518
OTU2077	ASV3510
OTU2078	ASV3528
OTU2079	ASV3531
OTU2080	ASV3536
OTU2081	ASV3539
OTU2082	ASV3523
OTU2083	ASV3538
OTU2084	ASV3557
OTU2085	ASV3546
OTU2086	ASV3545
OTU2087	ASV3517
OTU2088	ASV3554, ASV3618
OTU2089	ASV3540
OTU2090	ASV3544
OTU2091	ASV3564
OTU2092	ASV3568
OTU2093	ASV3567
OTU2094	ASV3551
OTU2095	ASV3569
OTU2096	ASV3553
OTU2097	ASV3584
OTU2098	ASV3565
OTU2099	ASV3573
OTU2100	ASV3580
OTU2101	ASV3537
OTU2102	ASV3563
OTU2103	ASV3583
OTU2104	ASV3574
OTU2105	ASV3575
OTU2106	ASV3576
OTU2107	ASV3577
OTU2108	ASV3572
OTU2109	ASV3589
OTU2110	ASV3578
OTU2111	ASV3586
OTU2112	ASV3591
OTU2113	ASV3592
OTU2114	ASV3597
OTU2115	ASV3599
OTU2116	ASV3587
OTU2117	ASV3582
OTU2118	ASV3581
OTU2119	ASV3596
OTU2120	ASV3579
OTU2121	ASV3598
OTU2122	ASV3570
OTU2123	ASV3612
OTU2124	ASV3611
OTU2125	ASV3600
OTU2126	ASV3616
OTU2127	ASV3610
OTU2128	ASV3606
OTU2129	ASV3607
OTU2130	ASV3623
OTU2131	ASV3615
OTU2132	ASV3628
OTU2133	ASV3272, ASV3627
OTU2134	ASV3602, ASV4005
OTU2135	ASV3594
OTU2136	ASV3632
OTU2137	ASV3590
OTU2138	ASV3626
OTU2139	ASV3608
OTU2140	ASV3631
OTU2141	ASV3642
OTU2142	ASV3646
OTU2143	ASV3656
OTU2144	ASV3609
OTU2145	ASV3652
OTU2146	ASV3645
OTU2147	ASV3640
OTU2148	ASV3654
OTU2149	ASV3643
OTU2150	ASV3650
OTU2151	ASV3649
OTU2152	ASV3661
OTU2153	ASV3668
OTU2154	ASV3641
OTU2155	ASV3670
OTU2156	ASV3665
OTU2157	ASV3669
OTU2158	ASV3666
OTU2159	ASV3662
OTU2160	ASV3684
OTU2161	ASV3664
OTU2162	ASV3671
OTU2163	ASV3679
OTU2164	ASV3682
OTU2165	ASV3689
OTU2166	ASV3688
OTU2167	ASV3690
OTU2168	ASV3695
OTU2169	ASV3694
OTU2170	ASV3700
OTU2171	ASV3702
OTU2172	ASV3698
OTU2173	ASV3691
OTU2174	ASV3696
OTU2175	ASV3704
OTU2176	ASV3706
OTU2177	ASV3692
OTU2178	ASV3701
OTU2179	ASV3693
OTU2180	ASV3697
OTU2181	ASV3705
OTU2182	ASV3676
OTU2183	ASV3718
OTU2184	ASV3699
OTU2185	ASV3707
OTU2186	ASV3724
OTU2187	ASV3730
OTU2188	ASV3711
OTU2189	ASV3708
OTU2190	ASV3725
OTU2191	ASV3741
OTU2192	ASV3717
OTU2193	ASV3732
OTU2194	ASV3740
OTU2195	ASV3736
OTU2196	ASV3713
OTU2197	ASV3720
OTU2198	ASV3748
OTU2199	ASV3709
OTU2200	ASV3739, ASV4011
OTU2201	ASV3751
OTU2202	ASV3746
OTU2203	ASV3716
OTU2204	ASV3731
OTU2205	ASV3747
OTU2206	ASV3712
OTU2207	ASV3737
OTU2208	ASV3752
OTU2209	ASV3749
OTU2210	ASV3750
OTU2211	ASV3719
OTU2212	ASV3754
OTU2213	ASV3742
OTU2214	ASV3753
OTU2215	ASV3769
OTU2216	ASV3744
OTU2217	ASV3765
OTU2218	ASV3776
OTU2219	ASV3762
OTU2220	ASV3766
OTU2221	ASV3763
OTU2222	ASV3775
OTU2223	ASV3770
OTU2224	ASV3761
OTU2225	ASV3784
OTU2226	ASV3774
OTU2227	ASV3772
OTU2228	ASV3796
OTU2229	ASV3781
OTU2230	ASV3764
OTU2231	ASV3786
OTU2232	ASV3777
OTU2233	ASV3794
OTU2234	ASV3743
OTU2235	ASV3778
OTU2236	ASV3783
OTU2237	ASV3757
OTU2238	ASV3773
OTU2239	ASV3785
OTU2240	ASV3780
OTU2241	ASV3782
OTU2242	ASV3779
OTU2243	ASV3799
OTU2244	ASV3793
OTU2245	ASV3792
OTU2246	ASV3788
OTU2247	ASV3798
OTU2248	ASV3787
OTU2249	ASV3801
OTU2250	ASV3805
OTU2251	ASV3807
OTU2252	ASV3809
OTU2253	ASV3806
OTU2254	ASV3802
OTU2255	ASV3800, ASV3827
OTU2256	ASV3790
OTU2257	ASV3810
OTU2258	ASV3819
OTU2259	ASV3812
OTU2260	ASV3816
OTU2261	ASV3826, ASV3946
OTU2262	ASV3820
OTU2263	ASV3825
OTU2264	ASV3835
OTU2265	ASV3830
OTU2266	ASV3838
OTU2267	ASV3837
OTU2268	ASV3836
OTU2269	ASV3848
OTU2270	ASV3840
OTU2271	ASV3841
OTU2272	ASV3834
OTU2273	ASV3831
OTU2274	ASV3833
OTU2275	ASV3839
OTU2276	ASV3849
OTU2277	ASV3858
OTU2278	ASV3845
OTU2279	ASV3856
OTU2280	ASV3842
OTU2281	ASV3855
OTU2282	ASV3863
OTU2283	ASV3850
OTU2284	ASV3860
OTU2285	ASV3847
OTU2286	ASV3865
OTU2287	ASV3853
OTU2288	ASV3851
OTU2289	ASV3861
OTU2290	ASV3862
OTU2291	ASV3844
OTU2292	ASV3869
OTU2293	ASV3846
OTU2294	ASV3868
OTU2295	ASV3859
OTU2296	ASV3867
OTU2297	ASV3875
OTU2298	ASV3880
OTU2299	ASV3870
OTU2300	ASV3828
OTU2301	ASV3886
OTU2302	ASV3871
OTU2303	ASV3874
OTU2304	ASV3864
OTU2305	ASV3888
OTU2306	ASV3894
OTU2307	ASV3889
OTU2308	ASV3916
OTU2309	ASV3897
OTU2310	ASV3917
OTU2311	ASV3914
OTU2312	ASV3911
OTU2313	ASV3896
OTU2314	ASV3892
OTU2315	ASV3898
OTU2316	ASV3899
OTU2317	ASV3887
OTU2318	ASV3893
OTU2319	ASV3824, ASV3902
OTU2320	ASV3906
OTU2321	ASV3882
OTU2322	ASV3908
OTU2323	ASV3910
OTU2324	ASV3920
OTU2325	ASV3922
OTU2326	ASV3909
OTU2327	ASV3905
OTU2328	ASV3900
OTU2329	ASV3931
OTU2330	ASV3929
OTU2331	ASV3921
OTU2332	ASV3940
OTU2333	ASV3926
OTU2334	ASV3938
OTU2335	ASV3935
OTU2336	ASV3925
OTU2337	ASV3928
OTU2338	ASV3950
OTU2339	ASV3927
OTU2340	ASV3948
OTU2341	ASV3939
OTU2342	ASV3937
OTU2343	ASV3962
OTU2344	ASV3951
OTU2345	ASV3945
OTU2346	ASV3954
OTU2347	ASV3949
OTU2348	ASV3957
OTU2349	ASV3904
OTU2350	ASV3956
OTU2351	ASV3969
OTU2352	ASV3955
OTU2353	ASV3947
OTU2354	ASV3961
OTU2355	ASV3967
OTU2356	ASV3953
OTU2357	ASV3964
OTU2358	ASV3965
OTU2359	ASV3968
OTU2360	ASV3959
OTU2361	ASV3970
OTU2362	ASV3960
OTU2363	ASV3958
OTU2364	ASV3989
OTU2365	ASV3982
OTU2366	ASV3977
OTU2367	ASV3978
OTU2368	ASV3972
OTU2369	ASV3981
OTU2370	ASV3974
OTU2371	ASV3983
OTU2372	ASV3985
OTU2373	ASV3976
OTU2374	ASV3991
OTU2375	ASV4008
OTU2376	ASV3993
OTU2377	ASV3996
OTU2378	ASV4000
OTU2379	ASV3973
OTU2380	ASV3992
OTU2381	ASV3987
OTU2382	ASV4003
OTU2383	ASV3986
OTU2384	ASV4012
OTU2385	ASV3971
OTU2386	ASV4007
OTU2387	ASV4036
OTU2388	ASV4024
OTU2389	ASV4010
OTU2390	ASV4013
OTU2391	ASV4015
OTU2392	ASV4037
OTU2393	ASV4033
OTU2394	ASV3998
OTU2395	ASV4031
OTU2396	ASV4025
OTU2397	ASV4032
OTU2398	ASV4021
OTU2399	ASV4002
OTU2400	ASV4019
OTU2401	ASV4050
OTU2402	ASV4034
OTU2403	ASV4020
OTU2404	ASV4038
OTU2405	ASV4046
OTU2406	ASV4051
OTU2407	ASV4017
OTU2408	ASV4044
OTU2409	ASV4042
OTU2410	ASV4028
OTU2411	ASV4030
OTU2412	ASV4041
OTU2413	ASV4027
OTU2414	ASV4057
OTU2415	ASV4056
OTU2416	ASV4018
OTU2417	ASV4047
OTU2418	ASV4061
OTU2419	ASV4059
OTU2420	ASV4048
OTU2421	ASV4040
OTU2422	ASV4058
OTU2423	ASV4060
OTU2424	ASV4043
OTU2425	ASV4052
OTU2426	ASV4053
