#OTU ID	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-8NMP-8P	B-SVH1-Q1	B-SVH13-Q13	B-SVH15-Q15	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH9-Q9	B-VEN-B12	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-H11	Taxonomy
OTU155	8	0	0	3	134	0	0	0	164	219	44	0	0	0	0	0	0	SS|0.9500|KJ706738|SH0866639.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia
OTU156	0	92	0	2	87	0	0	0	5	1	57	0	0	0	0	0	1	SS|0.8600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae
OTU158	0	0	234	11	0	0	0	0	0	0	2	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU159	0	0	2	0	0	0	0	0	4	0	2	0	184	0	0	0	0	SS|0.9600|MG554257|SH0883628.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Toxicocladosporium,s:Toxicocladosporium irritans
OTU160	0	0	18	6	0	0	0	0	0	0	0	0	0	355	0	0	0	GSL|100.0|KP769540|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum silvicola
OTU161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU162	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	SS|1.0000|MG826982|SH0895523.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae
OTU163	0	0	1	167	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU164	0	117	0	0	0	0	0	0	25	4	41	0	0	0	0	0	0	SS|0.9000|None;k:Fungi,p:Ascomycota
OTU165	7	0	0	0	0	0	0	0	8	26	129	0	0	0	0	0	0	SS|0.9400|None;k:Fungi
OTU166	0	122	0	4	36	0	0	0	6	0	0	0	0	0	0	0	0	SS|1.0000|HQ445902|SH0730866.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU167	0	156	0	0	0	0	0	0	7	4	3	0	0	0	0	0	0	GS|99.5|UDB01429540|SH0940476.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus sclerotiorum
OTU168	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU169	41	0	0	1	0	154	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia
OTU170	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	GS|98.4|UDB03768263|SH0767731.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU171	0	0	0	34	173	0	0	0	4	3	0	0	0	0	0	0	0	SS|0.9800|KC595300|SH0933346.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Microdochium
OTU172	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	GS|100.0|MW894769|SH0931848.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Phaffomycetaceae,g:Barnettozyma,s:Barnettozyma californica
OTU173	0	0	0	0	0	0	0	0	43	27	101	0	0	0	0	0	1	SS|0.9400|KX279858|SH0949598.10FU;k:Fungi
OTU174	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU175	0	0	0	0	107	0	0	0	46	32	25	0	0	0	0	0	0	SS|1.0000|MF033171|SH0758332.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Sarocladiaceae,g:Sarocladium,s:Sarocladium dejongiae
OTU176	0	0	23	0	0	0	0	0	0	0	0	0	0	184	0	0	0	GS|100.0|MZ683226|SH1008828.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum candidum
OTU178	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|FJ481096|SH0939544.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium malodoratum
OTU179	0	0	0	0	178	0	0	0	10	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophoma
OTU180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	SS|0.8300|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia vanudenii
OTU181	1	0	0	173	66	0	0	0	2	1	3	0	0	0	0	0	0	SS|0.8900|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia peoriensis
OTU182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi
OTU183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	GS|0.0|None;No hit
OTU184	0	0	5	159	0	0	0	0	0	0	1	0	0	0	0	0	0	SS|1.0000|JN168966|SH0970166.10FU;k:Fungi,p:Ascomycota
OTU186	0	134	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	SS|0.8200|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella,s:Kockovaella fuzhouensis
OTU187	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	SS|0.9500|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Neocucurbitaria
OTU188	0	0	19	163	0	0	0	0	0	0	0	0	0	0	0	0	75	GSL|100.0|OM348797|SH0928682.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia kudriavzevii
OTU189	0	0	0	0	0	0	0	0	4	0	229	0	0	0	0	0	0	SS|0.9800|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU190	0	0	0	0	0	0	249	0	0	0	8	0	0	0	0	0	0	GS|97.2|MH209042|SH0762950.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Bipolaris,s:Bipolaris sorokiniana
OTU191	1	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8100|KX279858|SH0949598.10FU;k:Fungi
OTU192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	SS|0.9100|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Ascosphaerales,f:Ascosphaeraceae,g:Bettsia,s:Bettsia fastidia
OTU193	0	0	0	10	115	0	0	0	11	7	0	0	0	0	0	0	0	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
OTU194	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	130	SS|1.0000|MG554257|SH0883628.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Toxicocladosporium,s:Toxicocladosporium glendoranum
OTU197	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,f:Acrospermaceae,g:Acrospermum,s:Acrospermum annamaniae
OTU198	2	0	0	72	48	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi
OTU199	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	165	SS|1.0000|OK189597|SH0878032.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus ruber
OTU200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	SS|0.9400|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota
OTU201	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	GS|100.0|KU609542|SH0880161.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia deserticola
OTU203	0	0	0	8	2	0	0	0	0	1	168	0	0	52	0	0	0	SS|0.8600|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium aciculare
OTU204	0	59	129	0	0	0	4	0	0	3	23	0	0	0	0	0	0	GS|100.0|EF451580|SH0767632.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium citrinum
OTU206	0	0	0	9	125	0	0	0	11	3	0	0	0	0	0	0	0	SS|0.9100|KU663376|SH0767701.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU207	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	SS|1.0000|JX993813|SH1037205.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Kurtzmaniella
OTU210	0	11	108	0	0	0	0	0	4	4	219	0	0	16	0	0	0	GS|100.0|MG554367|SH1041200.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus protuberus
OTU211	0	0	12	20	20	0	0	0	27	18	193	0	0	0	0	0	0	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium
OTU212	0	88	0	0	1	0	0	0	0	2	21	0	0	0	0	0	0	SS|0.9100|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella
OTU213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU214	0	0	2	0	0	0	0	0	0	4	121	0	0	0	0	0	0	SS|0.9000|KU581093|SH1043932.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU215	0	0	0	43	101	0	0	0	1	6	21	0	0	1	0	2	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria oryzae
OTU216	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX034383|SH0870045.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora,s:Cyphellophora pluriseptata
OTU217	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	SS|0.9000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycetaceae,g:Zygosaccharomyces,s:Zygosaccharomyces mellis
OTU218	0	0	0	105	0	0	0	0	0	0	24	0	0	0	0	0	0	SS|1.0000|KC595284|SH0744021.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU219	0	0	19	0	0	0	0	0	4	0	99	0	0	0	0	0	0	GS|100.0|MW299214|SH0878054.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus
OTU220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Naemateliaceae,g:Dimennazyma,s:Dimennazyma cisti-albidi
OTU221	2	67	2	0	17	0	0	0	0	10	1	0	0	0	0	0	1	GS|98.7|JQ905636|SH0911388.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Amphisphaeriales,f:Sporocadaceae,g:Pestalotiopsis
OTU222	0	0	15	72	16	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida leandrae
OTU224	1	0	70	31	0	0	0	0	0	0	0	0	0	19	0	0	0	GSL|100.0|OP349661|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum
OTU225	0	0	0	0	95	0	0	0	0	1	0	0	0	0	0	0	0	SS|0.9700|None;k:Fungi,p:Ascomycota
OTU226	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU227	0	0	2	2	2	0	81	0	0	1	5	0	0	0	0	11	2	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU228	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota
OTU229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	SS|0.9900|KU580315|SH0821455.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU230	0	0	3	91	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KX893539|SH0939914.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae
OTU231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	SS|0.8500|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia
OTU232	0	95	0	4	0	0	0	0	0	0	0	0	0	169	0	0	93	GS|97.8|OR593358|SH0979146.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycodaceae,g:Hanseniaspora,s:Hanseniaspora lachancei
OTU233	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|KX268664|SH0886968.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae
OTU234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	SS|1.0000|KX514824|SH1044155.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Allocryptovalsa
OTU235	0	0	0	0	0	0	0	0	8	1	90	0	0	0	0	0	0	GS|0.0|None;No hit
OTU236	0	0	0	0	8	0	0	0	8	4	98	0	0	0	0	0	0	SS|0.8300|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Trichomonascaceae
OTU237	0	0	0	0	17	0	0	0	6	7	0	0	0	0	0	0	93	SS|0.8700|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae
OTU238	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	SS|0.8100|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU239	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	26	SS|1.0000|MW798769|SH0925941.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Saccotheciaceae,g:Aureobasidium
OTU240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	SS|1.0000|MG554257|SH0883628.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Catenulostroma,s:Catenulostroma hermanusense
OTU241	0	0	0	0	7	0	0	0	29	20	24	0	0	0	0	0	0	SS|0.9300|None;k:Fungi,p:Ascomycota
OTU242	0	0	2	93	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|OQ581866|SH0970166.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium
OTU244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	GS|98.9|KF468199|SH0950000.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida tropicalis
OTU245	0	0	0	20	150	0	0	0	2	0	1	0	0	0	0	0	0	SS|1.0000|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Beauveria,s:Beauveria bassiana
OTU246	0	0	0	83	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9600|UDB0748951|SH0858299.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Neosetophoma
OTU247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	SS|0.9000|GU126453|SH1031664.10FU;k:Fungi,p:Ascomycota
OTU248	0	0	12	62	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KX279858|SH0949598.10FU;k:Fungi
OTU249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	SS|0.9400|None;k:Fungi,p:Ascomycota
OTU250	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	53	GS|97.2|KY560333|SH0888991.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida metapsilosis
OTU251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	SS|0.9800|MW895280|SH0880204.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU252	0	0	0	84	9	0	17	0	0	0	0	0	0	0	0	0	1	SS|1.0000|MZ506691|SH1039703.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae
OTU253	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU254	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|KU580315|SH0821455.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU255	4	0	0	1	23	1	0	0	5	7	37	0	0	0	0	0	0	SS|0.8100|OW983919|SH0739436.10FU;k:Fungi
OTU256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	SS|0.8300|KX279858|SH0949598.10FU;k:Fungi
OTU257	1	2	2	0	0	0	67	0	1	0	2	0	0	2	2	4	6	SS|1.0000|OQ581866|SH0970166.10FU;k:Fungi
OTU258	0	0	0	0	32	0	0	0	0	1	0	0	0	0	1	4	44	SS|0.8100|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema
OTU259	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Longiostiolaceae,g:Longiostiolum,s:Longiostiolum tectonae
OTU260	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9600|None;k:Fungi,p:Ascomycota
OTU261	0	63	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	SS|1.0000|KU581842|SH1000515.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU262	0	0	0	0	146	0	0	0	4	0	1	0	0	0	0	0	0	SS|0.9900|KU580315|SH0821455.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Teratoramularia,s:Teratoramularia infinita
OTU263	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Monascus
OTU264	3	78	13	0	0	0	0	0	17	2	31	0	0	0	0	0	0	SS|0.8700|KY587313|SH0731501.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Pleiocarpon,s:Pleiocarpon algeriense
OTU265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	SS|0.9200|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU266	0	0	0	0	0	0	0	0	0	1	64	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU267	0	0	0	34	36	0	0	0	1	0	1	0	0	0	0	0	0	GS|97.9|HQ445902|SH0730866.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium sambucinum
OTU268	0	0	3	0	17	0	0	0	2	0	24	0	0	19	0	1	1	SS|0.9700|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida sake
OTU269	0	0	14	73	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae,g:Ophiostoma
OTU270	0	60	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU271	0	23	2	0	9	0	2	0	0	0	43	0	0	0	0	1	0	GS|98.2|PP073299|SH0883433.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Lasiodiplodia,s:Lasiodiplodia theobromae
OTU272	0	0	0	11	61	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU274	0	2	18	7	4	0	0	0	7	3	45	0	0	0	0	0	0	SS|0.9900|HQ445902|SH0730866.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU275	0	0	15	0	0	0	0	0	1	1	55	0	0	0	0	0	0	SS|0.9300|None;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	SS|0.9500|KX279858|SH0949598.10FU;k:Fungi
OTU278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella,s:Hannaella phetchabunensis
OTU279	0	0	8	0	0	0	0	0	0	0	0	0	0	56	0	0	0	GS|98.2|MH784939|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum candidum
OTU280	52	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	SS|0.9500|UDB01387694|SH1039471.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU282	0	0	0	0	1	0	0	0	67	4	40	0	0	0	0	0	0	GS|0.0|None;No hit
OTU284	1	0	5	2	70	0	0	0	8	10	0	0	0	42	0	0	0	SS|1.0000|MN733714|SH0844334.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella,s:Hannaella luteola
OTU285	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU286	0	0	33	29	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU287	0	0	0	0	0	0	0	0	16	16	21	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia chrysomelidarum
OTU288	0	1	1	0	0	0	68	0	0	0	5	0	0	1	1	3	0	SS|1.0000|MF346767|SH0755482.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU289	0	0	0	0	73	0	0	0	1	9	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU290	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	43	SS|0.8600|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU291	0	53	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	GS|74.1|KU581093|SH1043932.10FU;k:Fungi
OTU294	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Poaceascoma,s:Poaceascoma taiwanense
OTU295	0	0	4	50	0	0	0	0	0	0	0	0	0	1	0	0	0	GSL|100.0|GU943487|SH0880192.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia
OTU296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU297	0	0	1	44	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JX862206|SH1027543.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Myxospora
