#OTU ID	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-8NMP-8P	B-SVH1-Q1	B-SVH13-Q13	B-SVH15-Q15	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH9-Q9	B-VEN-B12	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-H11	Taxonomy
OTU776	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	GS|0.0|None;No hit
OTU777	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota
OTU778	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU779	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8700|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU780	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	SS|0.8900|MW299214|SH0878054.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus
OTU782	0	0	0	0	10	0	0	0	6	1	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU783	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Ramularia,s:Ramularia gossypii
OTU784	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU785	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	GS|99.1|HQ022432|SH0925277.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma lixii
OTU786	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8800|UDB06459020|SH0901283.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales
OTU788	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	SS|0.9700|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU789	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	SS|1.0000|OR975650|SH0877593.10FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus
OTU790	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Chaetothyriaceae,g:Hermetothecium,s:Hermetothecium mikaniae-micranthae
OTU791	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	SS|1.0000|KT805951|SH0939530.10FU;k:Fungi,p:Ascomycota
OTU792	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Pilocarpaceae,g:Fellhanera,s:Fellhanera bouteillei
OTU794	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	SS|0.9600|MK431051|SH0968271.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium,s:Paraconiothyrium salinum
OTU795	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	SS|0.9600|None;k:Fungi,p:Kickxellomycota,c:Ramicandelaberomycetes,o:Ramicandelaberales,f:Ramicandelaberaceae,g:Ramicandelaber
OTU796	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|KX279858|SH0949598.10FU;k:Fungi
OTU797	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae
OTU798	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Glomeromycota
OTU799	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KJ939271|SH0873145.10FU;k:Fungi,p:Ascomycota
OTU800	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	2	SS|0.9900|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU801	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Naohideales,f:Naohideaceae,g:Naohidea,s:Naohidea sebacea
OTU802	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Roussoellaceae,g:Neoroussoella,s:Neoroussoella solani
OTU803	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	SS|0.8600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Monascus
OTU804	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	GSL|97.2|MH612892|SH1008816.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum
OTU805	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|1.0000|None;k:Fungi
OTU806	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	GS|0.0|None;No hit
OTU807	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	SS|0.8700|KJ706738|SH0866639.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia viticola
OTU809	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Marasmiaceae,g:Moniliophthora,s:Moniliophthora roreri
OTU810	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8100|MZ506691|SH1039703.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Phialophora,s:Phialophora geniculata
OTU811	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9600|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU812	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	GS|97.9|UDB05061107|SH0936982.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae
OTU813	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JN847503|SH0759684.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU814	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	SS|1.0000|OR975650|SH0877593.10FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodosporidiobolus,s:Rhodosporidiobolus ruineniae
OTU815	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|MW764898|SH0904927.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Claviceps,s:Claviceps queenslandica
OTU816	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	4	1	SS|0.8600|FR693678|SH1043752.10FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus
OTU817	0	1	1	1	6	0	1	0	0	0	1	0	0	0	0	1	1	GS|99.5|PP077430|SH0873525.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum
OTU818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	SS|0.9300|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU819	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8700|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Paracremonium
OTU820	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8700|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Dissoconiaceae,g:Ramichloridium,s:Ramichloridium punctatum
OTU821	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota
OTU822	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU823	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	SS|0.9000|MK894889|SH0995496.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia
OTU824	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	SS|1.0000|FJ481096|SH0939544.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium roqueforti
OTU825	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales
OTU826	0	0	0	0	0	0	0	0	8	6	5	0	0	0	0	0	0	GS|0.0|None;No hit
OTU827	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	GS|99.5|LC769427|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys
OTU829	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	SS|0.9000|MG826982|SH0895523.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusicolla,s:Fusicolla quarantenae
OTU830	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	SS|0.8500|KU582015|SH0983513.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU831	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KP715608|SH0925317.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae
OTU835	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU836	0	382	1	7	0	0	0	0	3	0	1	0	245	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Wallemiomycetes,o:Wallemiales,f:Wallemiaceae,g:Wallemia,s:Wallemia canadensis
OTU837	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Phaffomycetaceae,g:Cyberlindnera
OTU838	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia heveae
OTU840	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8500|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU841	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU842	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	SS|0.9900|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota
OTU843	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycetaceae,g:Zygosaccharomyces,s:Zygosaccharomyces mellis
OTU844	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycopsidaceae,g:Saccharomycopsis,s:Saccharomycopsis crataegensis
OTU846	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU847	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	1	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Rozellomycota
OTU848	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella
OTU849	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU850	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Gymnoascaceae,g:Gymnoascus,s:Gymnoascus udagawae
OTU851	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	GS|0.0|None;No hit
OTU852	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU853	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU854	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU855	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU856	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU857	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	SS|0.9900|KJ706738|SH0866639.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia reukaufii
OTU859	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8200|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU860	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae
OTU861	0	972	2	3	1	0	0	0	515	89	23927	0	0	0	2	2	4	SS|1.0000|None;k:Fungi
OTU862	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	SS|0.8000|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Alfaria,s:Alfaria terrestris
OTU863	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Amphobotrys,s:Amphobotrys ricini
OTU864	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Oliveoniaceae,g:Oliveonia
OTU865	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Radulidium,s:Radulidium epichloes
OTU866	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MH926037|SH0933272.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Earliella,s:Earliella scabrosa
OTU867	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae
OTU868	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	SS|0.9900|MN745293|SH0940957.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU869	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Rhytismatales
OTU870	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	SS|0.9700|FJ864703|SH0888267.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus subversicolor
OTU871	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	SS|0.8000|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae
OTU872	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	SS|1.0000|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota
OTU873	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	SS|0.9500|None;k:Fungi,p:Ascomycota
OTU874	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU875	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU876	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	SS|0.9500|KY560333|SH0888991.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida metapsilosis
OTU877	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|None;k:Fungi,p:Ascomycota,c:Laboulbeniomycetes,o:Pyxidiophorales
OTU878	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU880	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU881	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	SS|0.8500|KU580315|SH0821455.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU882	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae,g:Tetraploa
OTU883	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	SS|0.9800|KY351636|SH0987169.10FU;k:Fungi,p:Ascomycota
OTU884	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU885	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	SS|0.8400|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae
OTU886	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU887	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|87.5|HQ285666|SH0884010.10FU;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Lichtheimiaceae,g:Lichtheimia,s:Lichtheimia corymbifera
OTU888	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU889	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	SS|1.0000|OR178473|SH1032968.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Favolus,s:Favolus tenuiculus
OTU890	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	SS|0.9900|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU891	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Brycekendrickomyces,s:Brycekendrickomyces acaciae
OTU892	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	SS|0.9800|None;k:Fungi,p:Basidiomycota,c:Atractiellomycetes,o:Atractiellales
OTU893	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	SS|1.0000|KT207288|SH0972320.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU894	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU895	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8800|HQ593534|SH0905011.10FU;k:Fungi
OTU896	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|None;k:Fungi,p:Ascomycota
OTU897	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Neoceratosperma,s:Neoceratosperma yunnanense
OTU898	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8700|JN847503|SH0759684.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Scytalidium
OTU899	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	GS|0.0|None;No hit
OTU900	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	SS|1.0000|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium
OTU901	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU903	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Myrmecridiales,f:Myrmecridiaceae,g:Myrmecridium
OTU904	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU905	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU907	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	SS|0.9100|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU908	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	SS|0.9400|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,f:Pseudorobillardaceae,g:Pseudorobillarda,s:Pseudorobillarda phragmitis
OTU909	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	SS|0.9900|HQ846575|SH1039283.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Microdochium
OTU910	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Muyocopronales,f:Muyocopronaceae,g:Arxiella,s:Arxiella celtidis
OTU912	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KC965459|SH1039340.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU913	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Trichomonascaceae,g:Blastobotrys
OTU914	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae
OTU915	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|DQ421283|SH0730681.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU916	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	SS|0.9300|MG770301|SH0978768.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Cordanaceae,g:Cordana
OTU917	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
OTU918	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	SS|0.9800|JN255493|SH0887053.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Kurtzmaniella,s:Kurtzmaniella quercitrusa
OTU919	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	SS|0.9900|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium
OTU920	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales,f:Erythrobasidiaceae,g:Erythrobasidium
OTU921	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	SS|0.8400|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU923	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Occultibambusaceae,g:Brunneofusispora,s:Brunneofusispora hyalina
OTU924	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia viticola
OTU925	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KT339189|SH0834637.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae
OTU926	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	SS|0.8200|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU927	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	SS|0.9700|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Neoceratosperma
